rating,review
5,"<p property=""reviewBody"" id=""review_466778016"">
Anyone who visits Porto Alegre will take a picture in front of the Town Hall: it's one of the best tourist attractions. Very beautiful and unique, right in the heart of the city. I do recommend it but be careful as in the center it is not uncommon to be robbed.
</p>"
4,"<p property=""reviewBody"" id=""review_138295962"">
The Memorial do Rio Grande do Sul has emerged as the result of a project that sought to privilege the gaucho culture and memory. So you will find a great center of information and dissemination of the history of the state, offering a rich collection of objects, maps, prints, photographs, books and important testimonies about the most notable occurred in Rio Grande do Sul. There is also a permanent exhibition, installed in the lobby of the building, indicating the major events that shaped the history and identity of the gaucho. Worth a visit.
</p>"
5,"<p property=""reviewBody"" id=""review_218532658"">
Is a very comfortable theater located inside of the Industry Organization, several shows are presented in this place, one of the best to watch is a Tango Performance.
</p>"
4,"<p property=""reviewBody"" id=""review_158743817"">
The place is very nice and you have the have a glance and read the history of Rio Grande do Sul. It is well displayed in the walls as you walk by. Look for special events, and won't be dissapointed.
</p>"
4,"<p property=""reviewBody"" id=""review_235166379"">
Although the sitting is not as good as it could be (be prepared for no leg room, at all), acoustic is fine as well as the view of the stage.<br>There's a huge parking lot (although expensive and charged up front), but be prepared for a very small exit gate which can ruin your night if you don't stay calm as drivers compete for the same small gate. It's unbelievable that they hadn't fixed the exit gate yet. If you have the option, go by taxi and schedule a ride back.<br>
</p>"
5,"<p property=""reviewBody"" id=""review_238642196"">
A very traditional but modern theatre in Porto Alegre, at the FIERGS Exhibition &amp; Convention Center. A place that hosts major events in the city, such as musical concerts, theater plays and also corporate events and medical congresses. Worth checking the agenda when in Porto Alegre (go to www.centrodeeventosfiergs.com.br)
</p>"
4,"<p property=""reviewBody"" id=""review_285732770"">
Art, theater, coffee place at the top with great views of sunset.<br>Sometimes they have live music, check online. Nice ambience
</p>"
4,"<p property=""reviewBody"" id=""review_123298951"">
Has a good collection of paintings and historical exhibits
</p>"
4,"<p property=""reviewBody"" id=""review_148646268"">
This free entrance museum has a huge collection of paintings and historical articles. It´s also has a section about the geography of Paraná and it´s pre-historical era. It´s a great opportunity to understand more about this brazilian state. A negative point is that the museum is not prepared for portuguese non-speaking visitors (however, folders in english and spanish are provided).
</p>"
4,"<p property=""reviewBody"" id=""review_177059932"">
Housed in a beautiful stately former home, this history museum is located right on the edge of the attractive historical area of Largo da Orden. Although there is no exhibit signage in English, the museum still makes for an interesting browsing experience with plenty of exhibits.<br>The building and grounds are very pleasant, the staff friendly and helpful and the entrance is free!
</p>"
4,"<p property=""reviewBody"" id=""review_158295617"">
Huge collection of artifacts regarding local history. Well appointed and maintained, this free-admission museum is worth a visit that might take 1.5-3 hrs.On Sundays you can also visit the flea market located right in front of the museum. The market closes at 2:00 PM, the museum closes later.
</p>"
4,"<p property=""reviewBody"" id=""review_280418169"">
Its a very Nice museum and its even for free.<br>Only problem everything in Portuguese.<br>Worth going there.
</p>"
5,"<p property=""reviewBody"" id=""review_243977443"">
You can go there only by walking, no parking but the silence and peace inside is amazing.<br>I remember it since I was very young, and it was a long time ago. Never changed.
</p>"
3,"<p property=""reviewBody"" id=""review_352708965"">
The stadium will be destroyed, there is nothing to do there. The visitor sector was so tight and far away from the field.
</p>"
3,"<p property=""reviewBody"" id=""review_127384061"">
Some good options of stores and eating. Not a modern stadium, but clean and pleasant.
</p>"
4,"<p property=""reviewBody"" id=""review_374949703"">
Again, it's very good if you've never been to a planetarium before. If you like space and stars, well, maybe you'll have a good one there.
</p>"
4,"<p property=""reviewBody"" id=""review_245637939"">
A landmark in the very heart of Porto Alegre´s downtown, is surrounded by its catholic Cathedral, Piratini Palace (state government), Assembleia Legislativa (state´s parlament), Justice Court and Teatro São Pedro.<br>Has nice trees and a remarkable column, a monumment plenty of positivist simbols, that honours of one state´s former governor. <br>Unfortunately the monumment is partially covered with dirty and offensive graffiti.
</p>"
5,"<p property=""reviewBody"" id=""review_358025817"">
I used to play here everyday when I was a little girl, love this place!<br>This is a great place for families
</p>"
5,"<p property=""reviewBody"" id=""review_149767195"">
the one place you should definetly visit. Beautiful landscapes and trekking, the only spot you can take a nice Guaiba bath and see wild fauna in the city
</p>"
4,"<p property=""reviewBody"" id=""review_193759445"">
Excellent view to the Guaiba river, nice place to walk around, and typical of Brazil a lot of food stools with a good variety of regional and typical Brazilian food. It was vey sunny when we went there, excellent. We did the boat trip, 1:30hrs duration, amazing, well worth the trip, and before it takes off you can take pics in the captain's cabin, very enjoyable, the guide explains the history of the river and it's surrounding in both Portuguese and English. The sunset it's beautiful well worth the wait. The lighthouse itself there's no much to see unfortunately, but is used for a lot of events all year around, so good the check what's on.
</p>"
